Element;h_index;g_index;m_index;TC;NP;PY_start
VAZQUEZ S;1;1;0,111;10;1;2014
VAZQUEZ-AYALA I;1;1;0,111;7;1;2014
VAZQUEZ-PROKOPEC GM;1;1;0,500;3;2;2021
VAZQUEZ-SANTACRUZ JA;1;1;0,125;7;1;2015
VECCHIO A;1;1;0,333;6;1;2020
VECHOT L;1;1;0,333;1;1;2020
VECIL F;1;1;0,100;10;1;2013
VEGA J;1;1;0,125;4;1;2015
VEGA JR;1;1;0,100;2;1;2013
VEGA-ALONZO A;1;1;0,250;9;1;2019
VEGA-REDONDO F;1;1;0,059;28;1;2006
VEIGA-FERNANDES H;1;1;0,100;58;1;2013
VEITCH B;2;2;0,500;8;2;2019
VELASCO-VILLA M;1;1;0,125;7;1;2015
VELENSEK V;1;1;0,067;15;1;2008
VELLA MR;1;1;0,200;4;1;2018
VELLEI M;2;2;0,667;6;2;2020
VELLIMANA A;1;1;0,077;44;1;2010
VELTMAN K;1;1;0,250;3;1;2019
VENANZI M;1;1;0,100;2;1;2013
VENKAT ANC;1;1;0,250;13;1;2019
VENTIKOS Y;1;1;0,100;19;1;2013
VENTRESCA M;1;2;0,100;26;2;2013
VENTURA D;1;1;0,067;9;1;2008
VENTURINO E;1;1;0,250;1;1;2019
VERBEEK FJ;1;1;0,063;14;1;2007
VERBELEN T;1;1;0,333;2;1;2020
VERBRAECK A;1;1;0,056;9;1;2005
VERBRUGGE R;3;3;0,375;42;3;2015
VERBURG PH;4;4;0,250;286;4;2007
VERCELLI A;1;1;0,091;4;1;2012
VERDOLINI K;1;1;0,067;65;1;2008
VERHAGEN H;1;1;0,333;1;1;2020
VERHEIJ B;1;1;0,125;10;1;2015
VERHELST W;1;1;0,125;5;1;2015
VERMA DK;1;1;0,111;23;1;2014
VERMEER W;1;1;0,333;2;1;2020
VERSCHURE PFMJ;2;2;0,100;157;2;2003
VERSLUIS M;1;1;0,071;21;1;2009
VERSTEGEN JA;1;1;0,333;1;1;2020
VERSTEGEN MMA;1;1;0,500;6;1;2021
VERSYPT ANF;1;1;0,250;9;1;2019
VERVAET C;1;1;0,083;32;1;2011
VERWAART T;1;1;0,067;28;1;2008
VESTERGAARD CL;1;1;0,143;5;1;2016
VETSCHERA R;1;1;0,125;62;1;2015
VIANA IB;1;1;0,200;5;1;2018
VIAUD MC;1;1;0,042;16;1;1999
VICAUT E;1;1;0,091;17;1;2012
VICENTE E;1;1;0,200;36;1;2018
VICENTE R;1;1;0,111;9;1;2014
VICSEK T;1;1;0,083;17;1;2011
VIDAL JM;1;1;0,083;111;1;2011
VIDAL-CORDASCO M;1;1;0,500;1;1;2021
VIEIRA AR;2;2;0,286;8;2;2016
VIEIRA FA;1;1;0,059;39;1;2006
VIG L;1;1;0,091;6;1;2012
VIGNES A;1;1;0,091;6;1;2012
VILA X;1;1;0,067;2;1;2008
VILAR L;1;1;0,111;74;1;2014
VILLA C;1;1;0,500;2;1;2021
VILLAMIZAR L;1;1;0,091;10;1;2012
VILLANO C;1;1;0,125;28;1;2015
VILLANUEVA FS;1;1;0,143;12;1;2016
VILLANUEVA RJ;1;1;0,111;7;1;2014
VILLANUEVA-OLLER J;1;1;0,111;7;1;2014
VILLAR C;1;1;0,200;36;1;2018
VILLAREJO-CAMPOS P;1;1;0,200;36;1;2018
VILLASANTI HG;1;1;0,200;6;1;2018
VILLATORO D;1;1;0,111;5;1;2014
VILONE D;1;1;0,500;1;1;2021
VINCENOT CE;1;1;0,200;19;1;2018
VINCENT M;1;1;0,125;33;1;2015
VINTILA IS;1;1;0,333;2;1;2020
VIRAGH C;1;1;0,083;17;1;2011
VIS B;1;1;0,091;2;1;2012
VISWANATH P;1;1;0,067;2;1;2008
VITI F;1;1;0,333;1;1;2020
VITOVEC J;1;1;0,031;15;1;1991
VIZZARI G;3;3;0,333;75;3;2014
VLACHOMITROU M;1;1;0,167;5;1;2017
VLADISAVLJEVIC GT;1;1;0,111;46;1;2014
VLAEV I;1;1;0,067;24;1;2008
VLEK CAJ;1;1;0,048;24;1;2002
VLEK PLG;3;3;0,200;227;3;2008
VLEUGELS J;1;1;0,250;4;1;2019
VODINH T;1;1;0,033;10;1;1993
VODOVOTZ Y;1;1;0,067;65;1;2008
VOEGTLIN T;1;1;0,050;139;1;2003
VOELKL B;1;1;0,067;48;1;2008
VOGELS G;1;1;0,040;50;1;1998
VOGT P;1;1;0,077;6;1;2010
VOIGT J;1;1;0,045;8;1;2001
VOIGTLANDER J;1;1;0,083;47;1;2011
VOINOV A;1;2;0,333;11;2;2020
VOJNOVIC I;1;1;0,333;2;1;2020
VOLKENING A;1;1;0,333;16;1;2020
VOLLEBREGT K;1;1;0,063;30;1;2007
VOLLER VR;1;1;0,200;12;1;2018
VON DER OSTEN FB;1;1;0,167;4;1;2017
VON EIJE JH;1;1;0,063;37;1;2007
VON MAMMEN S;2;2;0,200;24;2;2013
VON SCHANTZ A;1;1;0,125;22;1;2015
VOROBIEV D;1;1;0,043;16;1;2000
VOROS A;1;1;0,333;18;1;2020
VOS HJ;1;1;0,077;14;1;2010
VOSS A;1;1;0,333;1;1;2020
VOSVRDA M;1;1;0,200;4;1;2018
VOULGARIS PG;1;1;0,111;21;1;2014
VROEGOP J;1;1;0,250;1;1;2019
VU CM;1;1;0,500;2;1;2021
VU TM;2;2;0,500;7;2;2019
VUOKILA A;1;1;0,167;5;1;2017
VURRO M;1;1;0,100;34;1;2013
WACHSMUTH I;1;1;0,037;7;1;1996
WADA K;1;1;0,083;2;1;2011
WADE JP;1;1;0,200;3;1;2018
WAGENER DK;1;1;0,077;70;1;2010
WAGENFELD S;1;1;0,200;18;1;2018
WAGES NA;1;1;0,200;2;1;2018
WAGNER A;1;1;0,143;53;1;2016
WAGNER C;1;1;0,250;2;1;2019
WAGOUM AUK;1;1;0,125;40;1;2015
WAINFAN E;1;1;0,032;292;1;1992
WAINGER LA;1;1;0,200;18;1;2018
WAINWRIGHT J;1;1;0,077;17;1;2010
WAIT RB;1;1;0,038;18;1;1997
WAKATSUKI T;1;1;0,111;58;1;2014
WALDHERR A;1;1;0,111;25;1;2014
WALKER DC;1;1;0,071;57;1;2009
WALKER L;1;1;0,100;4;1;2013
WALKER MA;1;1;0,036;4;1;1995
WALKER SI;1;1;0,200;13;1;2018
WALKER VA;1;1;0,040;1;1;1998
WALKER VE;1;1;0,032;61;1;1992
WALLACE IS;1;1;0,111;9;1;2014
WALLER LA;1;1;0,500;2;1;2021
WALPOLE J;1;1;0,167;17;1;2017
WALSH GC;1;1;0,038;10;1;1997
WALSH PD;1;1;0,077;15;1;2010
WALTER J;1;1;0,067;166;1;2008
WALTER M;1;1;0,333;5;1;2020
WALTERT M;1;1;0,125;9;1;2015
WALZL G;1;1;0,037;77;1;1996
WAMOLA N;1;1;0,167;7;1;2017
WAN Q;1;1;0,333;5;1;2020
WANG AR;1;1;0,050;13;1;2003
WANG B;1;2;0,125;7;2;2015
WANG BH;1;1;0,500;1;1;2021
WANG C;7;11;0,636;238;11;2012
WANG CG;1;1;0,500;3;1;2021
WANG CH;1;1;0,050;15;1;2003
WANG CL;1;1;0,500;12;1;2021
WANG CQ;1;1;0,125;32;1;2015
WANG CT;2;2;0,400;14;2;2018
WANG CY;2;2;0,286;70;2;2016
WANG D;2;2;0,125;52;2;2007
WANG DB;1;1;0,125;21;1;2015
WANG DD;3;3;0,600;83;3;2018
WANG DH;1;1;0,250;1;1;2019
WANG DX;1;1;0,167;3;1;2017
WANG DY;1;1;0,100;3;1;2013
WANG F;2;2;0,250;77;2;2015
WANG FY;2;3;0,286;17;3;2016
WANG G;2;2;0,333;13;2;2017
WANG GC;3;3;0,600;19;3;2018
WANG GH;1;1;0,333;2;1;2020
WANG H;3;3;0,143;115;3;2002
WANG HB;1;1;0,500;2;1;2021
WANG HM;2;3;0,400;11;3;2018
WANG HT;1;1;0,500;2;1;2021
WANG HW;2;2;0,200;45;2;2013
WANG HY;1;1;0,333;1;1;2020
WANG J;9;18;0,529;373;30;2006
WANG JC;1;1;0,333;4;1;2020
WANG JCF;1;1;0,125;26;1;2015
WANG JD;2;2;0,250;54;2;2015
WANG JE;1;1;0,167;2;1;2017
WANG JH;3;3;0,500;25;3;2017
WANG JJ;1;1;0,333;8;1;2020
WANG JP;1;1;0,500;1;1;2021
WANG JS;2;2;0,400;20;2;2018
WANG JT;1;1;0,250;13;1;2019
WANG JY;3;5;0,750;27;5;2019
WANG KH;1;1;0,500;5;1;2021
WANG KQ;1;1;0,167;7;1;2017
WANG L;12;25;0,571;872;25;2002
WANG LL;1;2;0,333;4;2;2020
WANG LM;1;1;0,077;5;1;2010
WANG LS;1;1;0,111;1;1;2014
WANG LW;1;1;0,333;4;1;2020
WANG LZ;1;1;0,333;2;1;2020
WANG MC;1;1;0,333;1;1;2020
WANG MD;1;1;0,500;2;1;2021
WANG MH;1;1;0,091;8;1;2012
WANG MJ;2;2;0,125;26;2;2007
WANG MM;2;2;0,222;60;2;2014
WANG MW;1;1;0,038;11;1;1997
WANG P;1;1;0,100;41;1;2013
WANG PJ;1;1;0,250;46;1;2019
WANG PX;1;1;0,167;28;1;2017
WANG Q;3;3;0,250;32;3;2011
WANG QA;1;1;0,038;11;1;1997
WANG QK;1;1;0,250;13;1;2019
WANG QL;1;1;0,167;11;1;2017
WANG QM;1;1;0,333;2;1;2020
WANG QQ;1;1;0,250;12;1;2019
WANG QY;1;1;0,250;11;1;2019
WANG R;1;1;0,167;32;1;2017
WANG RX;1;1;0,200;2;1;2018
WANG S;1;1;0,167;4;3;2017
WANG SC;1;1;0,077;19;1;2010
WANG SG;1;1;0,067;93;1;2008
WANG SP;1;1;0,038;18;1;1997
WANG SX;1;1;0,200;4;1;2018
WANG SY;1;2;0,083;11;2;2011
WANG SZ;1;1;0,200;6;1;2018
WANG T;1;1;0,125;11;1;2015
WANG W;4;4;0,333;80;4;2011
WANG WC;1;1;0,250;4;1;2019
WANG WJ;3;3;0,333;82;3;2014
WANG WK;1;1;0,333;3;1;2020
WANG WL;2;2;0,222;96;2;2014
WANG WP;1;1;0,111;12;1;2014
WANG X;4;6;0,333;42;6;2011
WANG XF;9;11;0,529;1174;11;2006
WANG XG;1;1;0,250;4;1;2019
WANG XJ;1;1;0,333;3;1;2020
WANG XL;3;3;0,333;39;3;2014
WANG XQ;2;2;0,250;23;2;2015
WANG XS;2;2;0,400;129;2;2018
WANG XY;1;1;0,333;5;1;2020
WANG XZ;1;1;0,500;2;1;2021
WANG Y;5;8;0,333;184;8;2008
WANG YB;1;1;0,333;2;1;2020
WANG YC;2;2;0,222;11;2;2014
WANG YD;3;3;0,500;27;3;2017
WANG YF;3;5;0,300;58;5;2013
WANG YG;2;3;0,100;30;3;2003
WANG YH;2;3;0,400;130;3;2018
WANG YJ;4;4;0,500;174;4;2015
WANG YL;3;4;0,300;48;4;2013
WANG YN;1;1;0,200;33;1;2018
WANG YQ;2;2;0,333;17;2;2017
WANG YS;1;1;0,125;88;1;2015
WANG YT;1;1;0,077;5;1;2010
WANG YX;1;1;0,333;9;1;2020
WANG YY;2;2;0,222;12;2;2014
WANG YZ;1;1;0,111;63;1;2014
WANG Z;3;5;0,273;122;5;2012
WANG ZD;3;3;0,500;119;3;2017
WANG ZF;2;2;0,111;76;2;2005
WANG ZH;2;2;0,143;97;2;2009
WANG ZP;1;1;0,333;7;1;2020
WANG ZQ;1;1;0,091;1;1;2012
WANG ZR;1;1;0,250;15;1;2019
WANG ZY;2;2;0,250;14;2;2015
WARAICH RA;1;1;0,100;22;1;2013
WARDEN T;1;1;0,091;13;1;2012
WARNKE T;1;1;0,200;5;1;2018
WARREN J;1;1;0,500;6;1;2021
WASA Y;1;1;0,250;2;1;2019
WASHINGTON R;2;2;0,111;166;2;2005
WASON JMS;2;2;0,222;62;2;2014
WASSERMAN MD;1;1;0,100;13;1;2013
WATKINS C;2;2;0,200;12;2;2013
WATKINS DM;1;1;0,063;9;1;2007
WATSON AP;1;1;0,033;10;1;1993
WATSON J;1;1;0,056;13;1;2005
WATTS J;1;1;0,250;9;1;2019
WAUTHIER S;1;1;0,333;2;1;2020
WAX DB;1;1;0,083;86;1;2011
WAYNE K;1;1;0,077;44;1;2010
WAZIR A;1;1;0,111;6;1;2014
WEAVER MT;1;1;0,125;4;1;2015
WEBB B;1;1;0,071;30;1;2009
WEBB GF;1;1;0,333;4;1;2020
WEBB P;1;1;0,100;17;1;2013
WEBER LJ;1;1;0,059;18;1;2006
WEBSTER RD;1;1;0,167;2;1;2017
WEBSTER VA;1;1;0,100;7;1;2013
WEDEMANN G;1;1;0,125;12;1;2015
WEE KB;1;1;0,056;52;1;2005
WEERASEKARA NN;1;1;0,167;1;1;2017
WEGNER R;1;1;0,200;13;1;2018
WEHNER R;1;1;0,083;107;1;2011
WEI B;1;1;0,143;19;1;2016
WEI CW;1;1;0,067;23;1;2008
WEI E;1;1;0,056;15;1;2005
WEI H;1;1;0,200;6;1;2018
WEI HH;1;1;0,091;93;1;2012
WEI JY;1;1;0,500;8;1;2021
WEI MX;1;1;0,045;21;1;2001
WEI SH;1;1;0,333;1;1;2020
WEI SR;1;1;0,500;6;1;2021
WEI TT;1;1;0,125;10;1;2015
WEI W;2;2;0,500;18;2;2019
WEI WJ;1;1;0,125;25;1;2015
WEI X;1;1;0,200;16;1;2018
WEI XL;1;1;0,333;1;1;2020
WEI XY;1;1;0,167;3;1;2017
WEI Y;1;1;0,250;9;1;2019
WEIGL W;1;1;0,125;18;1;2015
WEILLER D;1;1;0,077;5;1;2010
WEIMERSKIRCH H;1;1;0,143;18;1;2016
WEINANS H;1;1;0,143;16;1;2016
WEINER B;1;1;0,125;4;1;2015
WEINMANN HJ;1;1;0,067;166;1;2008
WEIR ZW;1;1;0,167;6;1;2017
WEISE H;2;2;0,200;220;2;2013
WEISKITTEL AR;1;1;0,125;8;1;2015
WEISS HL;1;1;0,042;11;1;1999
WEISSMAN DB;1;1;0,111;10;1;2014
WEISSMANN JD;1;1;0,100;12;1;2013
WELCH B;1;1;0,167;1;1;2017
WELCH MJ;1;1;0,071;37;1;2009
WELISCH M;1;1;0,250;1;1;2019
WELLMAN MP;1;1;0,091;4;1;2012
WEN CY;2;2;0,286;175;2;2016
WEN FS;4;4;0,333;38;4;2011
WEN G;1;1;0,091;70;1;2012
WEN GG;5;6;0,714;121;6;2016
WEN GH;9;11;0,818;376;11;2012
WEN GX;1;1;0,125;175;1;2015
WEN J;2;2;0,400;50;2;2018
WEN JH;1;1;0,250;13;1;2019
WEN JY;1;1;0,200;20;1;2018
WEN XX;1;1;0,071;17;1;2009
WEN Y;1;1;0,067;101;1;2008
WENDEL S;1;1;0,077;5;1;2010
WENG JC;1;1;0,500;1;1;2021
WENG SX;1;1;0,333;2;1;2020
WENG XS;1;1;0,333;1;1;2020
WENG Z;1;1;0,333;9;1;2020
WENGER JC;1;1;0,067;75;1;2008
WERFEL J;1;1;0,167;16;1;2017
WERHAHN J;1;1;0,200;12;1;2018
WERNER H;1;1;0,167;16;1;2017
WERON R;1;1;0,111;24;1;2014
WERON T;1;1;0,167;20;1;2017
WERTH B;1;1;0,077;4;1;2010
WERTHEIM KY;1;1;0,500;1;1;2021
WEST MW;1;1;0,038;18;1;1997
WEST TAP;1;1;0,250;9;1;2019
WESTERHOFF F;3;3;0,250;160;3;2011
WESTGREN RE;1;1;0,071;13;1;2009
WESTHOFF D;1;1;0,333;37;1;2020
WESTPHAL L;1;1;0,111;4;1;2014
WESTREICH M;1;1;0,063;9;1;2007
WEX H;1;1;0,083;47;1;2011
WEYER J;1;1;0,111;3;2;2014
WHEATLEY T;1;1;0,063;154;1;2007
WHEATON WD;1;1;0,077;70;1;2010
WHITE E;1;1;0,167;57;1;2017
WHITE EM;1;1;0,111;114;1;2014
WHITE H;1;1;0,071;28;1;2009
WHITE SR;1;1;0,048;73;1;2002
WHITEHEAD RP;1;1;0,111;58;1;2014
WHITMARSH L;1;1;0,067;58;1;2008
WHITNEY DJ;1;1;0,037;14;1;1996
WHYBROW S;1;1;0,250;5;1;2019
WICKENS CD;1;1;0,063;103;1;2007
WICKERSHAM CE;1;1;0,056;89;1;2005
WICKLER W;1;1;0,167;8;1;2017
WIDDOP RE;1;1;0,032;39;1;1992
WIERZBICKI A;1;1;0,083;3;1;2011
WIESENBORN DP;1;1;0,100;502;1;2013
WIGGENHORN M;1;1;0,083;32;1;2011
WIKLE CK;2;2;0,154;51;2;2010
WILCOX C;1;1;0,050;26;1;2003
WILD E;1;1;0,143;1;1;2016
WILDE H;1;1;0,059;34;1;2006
WILDMAN WJ;1;1;0,200;25;1;2018
WILENSKY U;1;1;0,333;2;1;2020
WILES J;1;1;0,056;13;1;2005
WILKE U;1;1;0,100;115;1;2013
WILKINSON N;1;1;0,111;1;1;2014
WILL M;1;1;0,500;2;1;2021
WILLARD AK;1;1;0,143;283;1;2016
WILLEKENS F;2;2;0,286;97;2;2016
WILLERSON JT;1;1;0,045;35;1;2001
WILLIAMS AC;1;1;0,091;11;1;2012
WILLIAMS ACD;1;1;0,143;7;1;2016
WILLIAMS R;1;1;0,167;6;1;2017
WILLIAMS RA;2;2;0,200;16;2;2013
WILLIS L;1;1;0,167;26;1;2017
WILNER KD;1;1;0,500;7;1;2021
WILSON AM;1;1;0,111;73;1;2014
WILSON ML;1;1;0,250;2;1;2019
WILSON R;1;2;0,063;5;2;2007
WILSON RE;1;1;0,038;75;1;1997
WILSON T;1;1;0,167;2;1;2017
WILTSHIRE S;1;1;0,250;9;1;2019
WINARDI A;1;1;0,056;49;1;2005
WINCHELL CS;1;1;0,083;10;1;2011
WINDER R;1;1;0,053;8;1;2004
WINKE T;1;1;0,167;7;1;2017
WINKELHAGEN AJS;1;1;0,077;15;1;2010
WINKIELMAN P;1;1;0,125;20;1;2015
WINTER E;1;1;0,333;1;1;2020
WINTER G;1;1;0,083;32;1;2011
WINTER J;1;1;0,143;21;1;2016
WINTER S;2;2;0,333;31;2;2017
WINTERMUTE S;1;1;0,091;12;1;2012
WISE MJ;1;1;0,063;11;1;2007
WITESMAN E;1;1;0,167;8;1;2017
WITKOWSKI O;1;1;0,333;2;1;2020
WITKOWSKI WR;1;1;0,036;9;1;1995
WLODNO P;1;1;0,125;7;1;2015
WOENSDREGT M;1;1;0,500;7;1;2021
WOERNER J;2;2;0,400;20;2;2018
WOHLFAHRT-MEHRENS M;1;1;0,333;37;1;2020
WOJTAK W;1;1;0,500;2;1;2021
WOJTKIEWICZ S;1;1;0,125;18;1;2015
WOJTUSIAK J;1;1;0,091;13;1;2012
WOLBERTUS R;1;1;0,500;3;1;2021
WOLF I;2;2;0,250;59;2;2015
WOLF TM;1;1;0,250;4;1;2019
WOLFRAM MT;2;2;0,286;38;2;2016
WOLFSON M;1;1;0,048;117;1;2002
WOLKE R;1;1;0,200;12;1;2018
WOLLHERR D;1;1;0,143;7;1;2016
WOLLMAN R;2;2;0,167;108;2;2011
WOMBLE JN;1;1;0,200;11;1;2018
WON C;1;1;0,091;25;1;2012
WONG A;1;1;0,333;1;1;2020
WONG E;1;1;0,045;35;1;2001
WONG KKL;1;1;0,167;7;1;2017
WONG SK;1;1;0,143;5;1;2016
WOOD I;1;1;0,143;7;1;2016
WOOD S;1;1;0,083;104;1;2011
WOODROFFE R;1;1;0,111;30;1;2014
WOODS DD;1;1;0,500;4;1;2021
WOOLACOTT N;1;1;0,077;3;1;2010
WOOLDRIDGE M;1;1;0,200;3;1;2018
WOOLFALL K;1;1;0,333;2;1;2020
WORTHINGTON KJ;1;1;0,045;12;1;2001
WRATHALL DJ;1;1;0,500;8;1;2021
WRIGGERS P;1;1;0,500;3;1;2021
WRIGHT D;1;1;0,200;1;1;2018
WRIGHT JR;1;1;0,167;14;1;2017
WRIGHT M;1;1;0,125;2;1;2015
WRZESZCZ M;1;1;0,167;1;1;2017
WU B;1;1;0,100;2;1;2013
WU BB;1;1;0,167;5;1;2017
WU BL;1;1;0,500;2;1;2021
WU CP;1;1;0,500;1;1;2021
WU FF;1;1;0,250;1;1;2019
WU GD;1;1;0,200;5;1;2018
WU GR;1;1;0,091;7;1;2012
WU H;3;3;0,176;33;3;2006
WU HR;1;1;0,167;28;1;2017
WU J;2;4;0,250;19;4;2015
WU JF;2;2;0,500;63;2;2019
WU JJ;1;1;0,250;13;1;2019
WU LC;2;2;0,500;6;2;2019
WU LH;1;1;0,125;5;1;2015
WU MF;1;1;0,167;2;1;2017
WU N;1;1;0,500;6;1;2021
WU NQ;1;1;0,167;17;1;2017
WU O;1;1;0,083;7;1;2011
WU P;1;1;0,200;4;1;2018
WU QD;1;1;0,111;6;1;2014
WU QH;2;2;0,133;18;2;2008
WU QS;1;1;0,063;29;1;2007
WU QW;2;2;0,250;16;2;2015
WU T;1;1;0,167;2;1;2017
WU WB;1;1;0,333;9;1;2020
WU WC;2;2;0,182;54;2;2012
WU WL;1;1;0,125;33;1;2015
WU WW;1;1;0,250;1;1;2019
WU X;1;1;0,125;7;1;2015
WU YE;1;1;0,167;33;1;2017
WU YH;3;3;0,188;56;3;2007
WU YJ;1;1;0,333;3;1;2020
WU YX;1;1;0,333;4;1;2020
WU ZB;1;1;0,333;4;1;2020
WU ZG;1;1;0,500;41;1;2021
WU ZH;1;1;0,111;1;1;2014
WU ZW;1;1;0,333;2;1;2020
WU ZX;2;2;0,222;12;2;2014
WUND MA;1;1;0,125;17;1;2015
WURM MF;1;1;0,200;7;1;2018
WURST F;1;1;0,125;53;1;2015
WYER RS;1;1;0,067;21;1;2008
WYMANT C;1;1;0,500;6;1;2021
WYNN ML;1;1;0,091;23;1;2012
WYSER C;1;1;0,037;77;1;1996
WYSK RA;2;2;0,200;87;2;2013
XI JY;1;1;0,333;1;1;2020
XI PF;1;1;0,250;4;1;2019
XI Y;1;1;0,167;6;1;2017
XI YG;1;1;0,077;9;1;2010
XIA CY;3;3;0,300;30;3;2013
XIA DS;2;2;0,333;61;2;2017
XIA DW;2;2;0,286;38;2;2016
XIA HJ;1;1;0,125;6;1;2015
XIA HX;1;1;0,143;3;1;2016
XIA P;1;1;0,038;11;1;1997
XIA SH;1;1;0,091;1;1;2012
XIA WG;2;2;0,333;14;2;2017
XIA YQ;1;1;0,167;10;1;2017
XIA ZH;1;1;0,053;98;1;2004
XIAN L;1;1;0,077;3;1;2010
XIANG L;1;1;0,125;45;1;2015
XIANG MF;1;1;0,250;5;1;2019
XIANG W;1;1;0,167;2;1;2017
XIANG YB;1;1;0,333;1;1;2020
XIANG ZR;2;2;0,333;44;2;2017
XIAO B;1;1;0,250;20;1;2019
XIAO D;1;2;0,143;10;2;2016
XIAO F;1;1;0,143;19;1;2016
XIAO FP;1;1;0,091;12;1;2012
XIAO HM;1;1;0,167;6;1;2017
XIAO L;2;2;0,286;15;2;2016
XIAO R;1;1;0,500;1;1;2021
XIAO SL;1;1;0,167;17;1;2017
XIAO T;1;1;0,500;8;1;2021
XIAO TJ;1;1;0,071;2;1;2009
XIAO X;2;2;0,667;15;2;2020
XIAO YP;1;1;0,100;28;1;2013
XIAO Z;1;1;0,250;1;1;2019
XIBILIA MG;1;1;0,250;8;1;2019
XIE DL;2;2;0,250;16;2;2015
XIE GM;7;10;0,583;271;10;2011
XIE H;1;1;0,167;25;1;2017
XIE HL;1;1;0,250;4;1;2019
XIE HY;1;1;0,167;1;1;2017
XIE J;2;2;0,167;197;2;2011
XIE JB;1;1;0,500;1;1;2021
XIE JM;1;1;0,500;3;1;2021
XIE KF;1;1;0,200;4;1;2018
XIE LH;2;2;0,250;69;2;2015
XIE MM;1;1;0,048;6;1;2002
XIE NG;1;1;0,250;8;1;2019
XIE Q;1;1;0,500;1;1;2021
XIE TT;1;1;0,143;48;1;2016
XIE WC;1;1;0,250;11;1;2019
XIE XL;1;1;0,200;3;1;2018
XIE XM;1;1;0,059;4;1;2006
XIE XZ;1;1;0,500;53;1;2021
XIE YC;1;1;0,063;101;1;2007
XIE YX;1;1;0,333;9;1;2020
XIE ZX;1;1;0,048;45;1;2002
XIN C;1;1;0,167;1;1;2017
XIN Z;1;1;0,250;10;1;2019
XING F;1;1;0,125;88;1;2015
XING YN;1;1;0,250;2;1;2019
XIONG CF;1;1;0,167;5;1;2017
XIONG CW;1;1;0,250;5;1;2019
XIONG CY;1;1;0,071;17;1;2009
XIONG F;5;6;0,385;106;6;2010
XIONG G;1;1;0,500;1;1;2021
XIONG J;1;1;0,200;4;1;2018
XIONG W;1;1;0,143;6;1;2016
XIONG WT;1;1;0,167;6;1;2017
XIONG X;1;1;0,250;2;1;2019
XIONG Z;1;2;0,500;12;2;2021
XU B;1;1;0,500;1;1;2021
XU C;5;9;0,357;85;9;2009
XU CH;1;1;0,250;20;1;2019
XU CJ;1;1;0,200;1;1;2018
XU D;1;1;0,091;15;1;2012
XU DH;1;1;0,250;1;1;2019
XU H;1;1;0,200;4;1;2018
XU HC;1;1;0,200;1;1;2018
XU HF;1;1;0,143;22;1;2016
XU HT;1;1;0,333;4;1;2020
XU HX;1;1;0,250;9;1;2019
XU J;2;2;0,118;8;3;2006
XU JJ;1;1;0,111;78;1;2014
XU K;4;5;0,500;47;5;2015
XU KX;1;1;0,167;9;1;2017
XU L;2;2;0,200;14;2;2013
XU M;2;2;0,333;20;2;2017
XU ML;2;2;0,500;64;2;2019
XU MY;2;2;0,500;9;2;2019
XU NS;1;1;0,250;4;1;2019
XU P;2;2;0,500;9;2;2019
XU QL;1;1;0,200;6;1;2018
XU QW;1;1;0,333;43;1;2020
XU RP;1;1;0,143;29;1;2016
XU RX;1;1;0,250;1;1;2019
XU SJ;1;1;0,500;1;1;2021
XU SX;1;1;0,250;8;1;2019
XU SY;2;2;0,667;4;2;2020
XU TT;1;1;0,333;2;1;2020
XU W;2;2;0,286;28;2;2016
XU WJ;1;1;0,500;2;1;2021
XU X;1;1;0,167;2;1;2017
XU XC;1;1;0,333;4;1;2020
XU XG;1;1;0,333;2;1;2020
XU XK;1;2;0,091;14;2;2012
XU XW;1;1;0,333;43;1;2020
XU XX;1;1;0,125;1;1;2015
XU XY;1;1;0,250;3;1;2019
XU XZ;1;1;0,100;502;1;2013
XU Y;3;6;0,600;84;6;2018
XU YZ;1;1;0,059;3;1;2006
XU ZC;1;1;0,111;9;1;2014
XU ZJ;1;1;0,167;8;1;2017
XU ZY;1;2;0,063;11;2;2007
XUAN Q;4;4;0,400;183;4;2013
XUE F;1;1;0,125;10;1;2015
XUE FZ;1;1;0,125;2;1;2015
XUE H;1;1;0,111;19;1;2014
XUE WD;2;2;0,125;34;2;2007
XUE XP;1;1;0,250;3;1;2019
XUE YS;3;3;0,375;26;3;2015
YADAV AA;1;1;0,125;7;1;2015
YADAV BN;1;1;0,250;13;1;2019
YAGER RR;1;1;0,077;24;1;2010
YAGI J;1;1;0,053;27;1;2004
YAHAV J;1;1;0,250;6;1;2019
YAHJA A;1;1;0,059;111;1;2006
YAKSH TL;1;1;0,083;12;1;2011
YALOWICH JC;1;1;0,125;7;1;2015
YAMADA K;1;1;0,333;1;1;2020
YAMADA R;1;1;0,053;11;1;2004
YAMADA Y;1;1;0,250;2;1;2019
YAMAGUCHI T;1;1;0,038;22;1;1997
YAMAMOTO R;1;1;0,077;6;1;2010
YAMANISHI H;1;1;0,333;2;1;2020
YAMASHITA N;1;1;0,167;1;1;2017
YAMMARINO FJ;2;2;0,250;36;2;2015
YAN C;1;1;0,250;15;1;2019
YAN F;1;1;0,167;26;1;2017
YAN HC;2;2;0,500;26;2;2019
YAN J;2;2;0,333;11;2;2017
YAN JM;1;1;0,091;20;1;2012
YAN LT;1;1;0,059;4;1;2006
YAN MD;2;2;0,400;5;2;2018
YAN SM;1;1;0,111;12;1;2014
YAN TH;1;1;0,077;3;1;2010
